title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
Alien,1979,"Horror, Sci-Fi","UK, USA",Ridley Scott,8.4,89.0,1353.0,448.0
The Exorcist,1973,Horror,USA,William Friedkin,8.0,81.0,1182.0,275.0
Dawn of the Dead,1978,"Horror, Thriller","USA, Italy",George A. Romero,7.9,71.0,696.0,151.0
Halloween,1978,"Horror, Thriller",USA,John Carpenter,7.8,81.0,1399.0,406.0
Profondo rosso,1975,"Horror, Mystery, Thriller",Italy,Dario Argento,7.6,89.0,218.0,205.0
