title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
The Silence of the Lambs,1991,"Crime, Drama, Thriller",USA,Jonathan Demme,8.6,85.0,1141.0,206.0
The Usual Suspects,1995,"Crime, Mystery, Thriller","USA, Germany",Bryan Singer,8.5,77.0,1286.0,173.0
Reservoir Dogs,1992,"Crime, Drama, Thriller",USA,Quentin Tarantino,8.3,79.0,1060.0,203.0
Heat,1995,"Crime, Drama, Thriller",USA,Michael Mann,8.2,76.0,1008.0,203.0
Fargo,1996,"Crime, Drama, Thriller","USA, UK","Joel Coen, Ethan Coen",8.1,85.0,913.0,225.0
The Sixth Sense,1999,"Drama, Mystery, Thriller",USA,M. Night Shyamalan,8.1,64.0,2169.0,261.0
Twelve Monkeys,1995,"Mystery, Sci-Fi, Thriller",USA,Terry Gilliam,8.0,74.0,589.0,176.0
JFK,1991,"Drama, History, Thriller","France, USA",Oliver Stone,8.0,72.0,472.0,126.0
Carlito's Way,1993,"Crime, Drama, Thriller",USA,Brian De Palma,7.9,65.0,315.0,112.0
Misery,1990,"Drama, Thriller",USA,Rob Reiner,7.8,75.0,363.0,157.0
The Game,1997,"Drama, Mystery, Thriller",USA,David Fincher,7.8,61.0,599.0,184.0
Gattaca,1997,"Drama, Sci-Fi, Thriller",USA,Andrew Niccol,7.8,64.0,733.0,182.0
The Insider,1999,"Biography, Drama, Thriller",USA,Michael Mann,7.8,84.0,542.0,212.0
Miller's Crossing,1990,"Crime, Drama, Thriller",USA,"Joel Coen, Ethan Coen",7.8,66.0,329.0,150.0
A Few Good Men,1992,"Drama, Thriller",USA,Rob Reiner,7.7,62.0,376.0,86.0
Barton Fink,1991,"Comedy, Drama, Thriller","USA, UK","Joel Coen, Ethan Coen",7.7,69.0,249.0,142.0
Lola rennt,1998,"Crime, Drama, Thriller",Germany,Tom Tykwer,7.7,77.0,727.0,188.0
A Perfect World,1993,"Crime, Drama, Thriller",USA,Clint Eastwood,7.6,71.0,141.0,68.0
Fresh,1994,"Crime, Drama, Thriller","USA, France",Boaz Yakin,7.6,81.0,94.0,34.0
Dark City,1998,"Mystery, Sci-Fi, Thriller","Australia, USA",Alex Proyas,7.6,66.0,665.0,239.0
Funny Games,1997,"Crime, Drama, Thriller",Austria,Michael Haneke,7.6,69.0,340.0,138.0
