title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
The Lion King,1994,"Animation, Adventure, Drama",USA,"Roger Allers, Rob Minkoff",8.5,88.0,906.0,225.0
Mononoke-hime,1997,"Animation, Adventure, Fantasy",Japan,Hayao Miyazaki,8.4,76.0,644.0,195.0
Toy Story,1995,"Animation, Adventure, Comedy",USA,John Lasseter,8.3,95.0,538.0,193.0
Jurassic Park,1993,"Action, Adventure, Sci-Fi",USA,Steven Spielberg,8.1,68.0,1053.0,352.0
Dances with Wolves,1990,"Adventure, Drama, Western","USA, UK",Kevin Costner,8.0,72.0,441.0,108.0
Aladdin,1992,"Animation, Adventure, Comedy",USA,"Ron Clements, John Musker",8.0,86.0,294.0,154.0
The Iron Giant,1999,"Animation, Action, Adventure",USA,Brad Bird,8.0,85.0,567.0,190.0
Toy Story 2,1999,"Animation, Adventure, Comedy",USA,"John Lasseter, Ash Brannon",7.9,88.0,568.0,210.0
Kurenai no buta,1992,"Animation, Adventure, Comedy",Japan,Hayao Miyazaki,7.8,83.0,112.0,89.0
The Last of the Mohicans,1992,"Action, Adventure, Drama",USA,Michael Mann,7.7,76.0,425.0,92.0
Apollo 13,1995,"Adventure, Drama, History",USA,Ron Howard,7.6,77.0,363.0,165.0
Star Trek: First Contact,1996,"Action, Adventure, Drama",USA,Jonathan Frakes,7.6,71.0,311.0,157.0
Mulan,1998,"Animation, Adventure, Family",USA,"Tony Bancroft, Barry Cook",7.6,71.0,261.0,133.0
