title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
The Big Lebowski,1998,"Comedy, Crime, Sport","USA, UK","Joel Coen, Ethan Coen",8.1,71.0,1155.0,186.0
The Hurricane,1999,"Biography, Drama, Sport",USA,Norman Jewison,7.6,74.0,276.0,67.0
