title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
The Lighthouse,2019,"Drama, Fantasy, Horror","Canada, USA",Robert Eggers,8.3,83.0,226.0,182.0
What We Do in the Shadows,2014,"Comedy, Horror",New Zealand,"Jemaine Clement, Taika Waititi",7.7,76.0,304.0,301.0
Get Out,2017,"Horror, Mystery, Thriller","USA, Japan",Jordan Peele,7.7,84.0,1427.0,720.0
La piel que habito,2011,"Drama, Horror, Thriller","Spain, USA",Pedro Almodóvar,7.6,70.0,176.0,421.0
