title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
Ace in the Hole,1951,"Drama, Film-Noir",USA,Billy Wilder,8.2,72.0,173.0,150.0
Sweet Smell of Success,1957,"Drama, Film-Noir",USA,Alexander Mackendrick,8.1,100.0,143.0,127.0
Strangers on a Train,1951,"Crime, Film-Noir, Thriller",USA,Alfred Hitchcock,8.0,88.0,309.0,115.0
The Night of the Hunter,1955,"Crime, Drama, Film-Noir",USA,Charles Laughton,8.0,99.0,442.0,204.0
Touch of Evil,1958,"Crime, Drama, Film-Noir",USA,Orson Welles,8.0,99.0,304.0,112.0
Gun Crazy,1950,"Crime, Drama, Film-Noir",USA,Joseph H. Lewis,7.6,74.0,112.0,65.0
