title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
The Bridge on the River Kwai,1957,"Adventure, Drama, War","UK, USA",David Lean,8.1,87.0,309.0,91.0
Stalag 17,1953,"Comedy, Drama, War",USA,Billy Wilder,8.0,84.0,156.0,93.0
The Caine Mutiny,1954,"Drama, War",USA,Edward Dmytryk,7.7,63.0,174.0,45.0
From Here to Eternity,1953,"Drama, Romance, War",USA,Fred Zinnemann,7.6,85.0,167.0,116.0
