title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
Mary Poppins,1964,"Comedy, Family, Fantasy",USA,Robert Stevenson,7.8,88.0,318.0,157.0
Giulietta degli spiriti,1965,"Comedy, Drama, Fantasy","Italy, France",Federico Fellini,7.6,83.0,62.0,43.0
