title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
Becket,1964,"Biography, Drama, History","UK, USA",Peter Glenville,7.8,68.0,104.0,48.0
The Longest Day,1962,"Action, Drama, History",USA,"Ken Annakin, Andrew Marton",7.8,75.0,224.0,53.0
The Birds,1963,"Drama, Horror, Mystery",USA,Alfred Hitchcock,7.7,87.0,524.0,148.0
Breakfast at Tiffany's,1961,"Comedy, Drama, Romance",USA,Blake Edwards,7.7,76.0,419.0,181.0
Cape Fear,1962,"Drama, Thriller",USA,J. Lee Thompson,7.7,76.0,167.0,86.0
Repulsion,1965,"Drama, Horror, Thriller",UK,Roman Polanski,7.7,91.0,229.0,171.0
Zulu,1964,"Drama, History, War",UK,Cy Endfield,7.7,77.0,255.0,37.0
A Man for All Seasons,1966,"Biography, Drama, History",UK,Fred Zinnemann,7.7,72.0,183.0,75.0
Les yeux sans visage,1960,"Drama, Horror","France, Italy",Georges Franju,7.7,90.0,147.0,126.0
Giulietta degli spiriti,1965,"Comedy, Drama, Fantasy","Italy, France",Federico Fellini,7.6,83.0,62.0,43.0
El Dorado,1967,"Drama, Romance, Western",USA,Howard Hawks,7.6,85.0,109.0,47.0
Lolita,1962,"Crime, Drama, Romance","UK, USA",Stanley Kubrick,7.6,79.0,237.0,96.0
Masculin féminin,1966,"Drama, Romance","France, Sweden",Jean-Luc Godard,7.6,92.0,41.0,55.0
Blowup,1966,"Drama, Mystery, Thriller","UK, Italy",Michelangelo Antonioni,7.6,82.0,284.0,128.0
